Botanical Name,Page title,Expected Common Name,Wikipedia Page link,
Mukdenia rossii,Mukdenia rossii,Mukdenia rossii,https://en.wikipedia.org/wiki/Mukdenia_rossii,
Murraya paniculata,Murraya paniculata,Murraya paniculata; orange jessamine; Jasmine orange; Chinese box; Atteriya; mock orange; mock lime; satinwood; Lakeview jasmine; murta de cheiro; jasmim laranja,https://en.wikipedia.org/wiki/Murraya_paniculata,
Musa basjoo,Musa basjoo,Musa basjoo; Japanese banana; Japanese fibre banana; hardy banana,https://en.wikipedia.org/wiki/Musa_basjoo,
Musa ornata,Musa ornata,Musa ornata; flowering banana,https://en.wikipedia.org/wiki/Musa_ornata,
Muscari latifolium,Muscari latifolium,Muscari latifolium; broad-leaved grape hyacinth,https://en.wikipedia.org/wiki/Muscari_latifolium,
Musella lasiocarpa,Musella lasiocarpa,Musella lasiocarpa; Chinese dwarf banana; golden lotus banana; Chinese yellow banana; Musella,https://en.wikipedia.org/wiki/Musella_lasiocarpa,
Nageia nagi,Nageia nagi,Nageia nagi; Asian bayberry,https://en.wikipedia.org/wiki/Nageia_nagi,
Narcissus poeticus,Narcissus poeticus,Narcissus poeticus; poet's daffodil; poet's narcissus; nargis; pheasant's eye; findern flower; pinkster lily,https://en.wikipedia.org/wiki/Narcissus_poeticus,
Narcissus triandrus,Narcissus triandrus,Narcissus triandrus; Angel's Tears,https://en.wikipedia.org/wiki/Narcissus_triandrus,
Neillia affinis,Neillia,Neillia,https://en.wikipedia.org/wiki/Neillia,
Neillia ribesioides,Neillia,Neillia,https://en.wikipedia.org/wiki/Neillia,
Neillia sinensis,Neillia,Neillia,https://en.wikipedia.org/wiki/Neillia,
Nemesia caerulea,Nemesia caerulea,Nemesia caerulea,https://en.wikipedia.org/wiki/Nemesia_caerulea,
Neoregelia carolinae,Neoregelia carolinae,Neoregelia carolinae; Blushing Bromeliad,https://en.wikipedia.org/wiki/Neoregelia_carolinae,
Nepeta faassenii,not found,not found,not found,
Nepeta grossheimii,not found,not found,not found,
Nepeta longipes,not found,not found,not found,
Nepeta subsessilis,Nepeta,Nepeta; catnip; catmint,https://en.wikipedia.org/wiki/Nepeta,
Neptunia oleracea,Neptunia oleracea,Neptunia oleracea; water mimosa; sensitive neptunia,https://en.wikipedia.org/wiki/Neptunia_oleracea,
Nierembergia linariifolia,not found,not found,not found,
Nymphoides aurantiaca,Nymphoides,Nymphoides; floatingheart,https://en.wikipedia.org/wiki/Nymphoides,
Oenothera fruticosa,Oenothera fruticosa,Oenothera fruticosa; narrowleaf evening primrose; narrow-leaved sundrops,https://en.wikipedia.org/wiki/Oenothera_fruticosa,
Omphalodes cappadocica,not found,not found,not found,
Onosmodium molle,not found,not found,not found,
Ophiopogon planiscapus,Ophiopogon planiscapus,Ophiopogon planiscapus; black mondo grass,https://en.wikipedia.org/wiki/Ophiopogon_planiscapus,
Opuntia compressa,Opuntia humifusa,Opuntia humifusa; devil's-tongue; Eastern prickly pear; Indian fig,https://en.wikipedia.org/wiki/Opuntia_humifusa,
Origanum dictamnus,Origanum dictamnus,Origanum dictamnus; dittany of Crete; Cretan dittany; hop marjoram,https://en.wikipedia.org/wiki/Origanum_dictamnus,
Origanum libanoticum,Origanum,Origanum,https://en.wikipedia.org/wiki/Origanum,
Origanum syriacum,Origanum syriacum,Origanum syriacum; Majorana syriaca; Origanum maru; bible hyssop; Biblical-hyssop; Lebanese oregano; Syrian oregano; za'atar; ezov,https://en.wikipedia.org/wiki/Origanum_syriacum,
Ornithogalum arabicum,Ornithogalum arabicum,Ornithogalum arabicum; Arab's eye; lesser cape-lily; Arabian starflower,https://en.wikipedia.org/wiki/Ornithogalum_arabicum,
Ornithogalum candicans,Ornithogalum candicans,Ornithogalum candicans; summer hyacinth,https://en.wikipedia.org/wiki/Ornithogalum_candicans,
Ornithogalum magnum,List of Ornithogalum species,Ornithogalum,https://en.wikipedia.org/wiki/List_of_Ornithogalum_species,
Ornithogalum regale,not found,not found,not found,
Orostachys aggregata,Orostachys,Orostachys,https://en.wikipedia.org/wiki/Orostachys,
Orostachys boehmeri,Orostachys,Orostachys,https://en.wikipedia.org/wiki/Orostachys,
Orychophragmus violaceus,Orychophragmus,Orychophragmus,https://en.wikipedia.org/wiki/Orychophragmus,
Osmanthus armatus,Osmanthus,Osmanthus,https://en.wikipedia.org/wiki/Osmanthus,
Osmanthus suavis,Osmanthus,Osmanthus,https://en.wikipedia.org/wiki/Osmanthus,
Osmundastrum cinnamomeum,Osmundastrum,Osmundastrum; Osmundastrum cinnamomeum; cinnamon fern,https://en.wikipedia.org/wiki/Osmundastrum,
Ostrya carpinifolia,Ostrya carpinifolia,Ostrya carpinifolia; European hop-hornbeam,https://en.wikipedia.org/wiki/Ostrya_carpinifolia,
Othonna capensis,Othonna capensis,Othonna capensis; little pickles,https://en.wikipedia.org/wiki/Othonna_capensis,
Oxalis articulata,Oxalis articulata,"Oxalis articulata; pink-sorrel; pink wood sorrel; windowbox wood-sorrel; sourgrass; ,; Netho (khatta) saag",https://en.wikipedia.org/wiki/Oxalis_articulata,
Ozothamnus ledifolius,Ozothamnus ledifolius,Ozothamnus ledifolius; pussy's-toes tribe,https://en.wikipedia.org/wiki/Ozothamnus_ledifolius,
Pachypodium rutenbergianum,Pachypodium rutenbergianum,Pachypodium rutenbergianum,https://en.wikipedia.org/wiki/Pachypodium_rutenbergianum,
Pachystachys coccinea,Pachystachys coccinea,Pachystachys coccinea; Cardinals guard,https://en.wikipedia.org/wiki/Pachystachys_coccinea,
Paeonia delavayi,Paeonia delavayi,Paeonia delavayi; 滇牡丹; Delavay's tree peony; P. delavayi,https://en.wikipedia.org/wiki/Paeonia_delavayi,
Paeonia japonica,Paeonia obovata,Paeonia obovata; 草芍药; 拟草芍药; Пион обратно-овальный; ヤマシャクヤク; woodland peony,https://en.wikipedia.org/wiki/Paeonia_obovata,
Paeonia obovata,Paeonia obovata,Paeonia obovata; 草芍药; 拟草芍药; Пион обратно-овальный; ヤマシャクヤク; woodland peony,https://en.wikipedia.org/wiki/Paeonia_obovata,
Paeonia tenuifolia,not found,not found,not found,
Paeonia veitchii,Paeonia veitchii,Paeonia veitchii; 川赤芍,https://en.wikipedia.org/wiki/Paeonia_veitchii,
Papaver oreophilum,Circumboreal Region,Circumboreal Region,https://en.wikipedia.org/wiki/Circumboreal_Region,
Patrinia gibbosa,Patrinia,Patrinia; Patrinia palaeosibirica,https://en.wikipedia.org/wiki/Patrinia,
Patrinia scabiosifolia,Patrinia,Patrinia; Patrinia palaeosibirica,https://en.wikipedia.org/wiki/Patrinia,
Patrinia villosa,Patrinia,Patrinia; Patrinia palaeosibirica,https://en.wikipedia.org/wiki/Patrinia,
Pavonia cymbalaria,List of garden plants,list of garden plants,https://en.wikipedia.org/wiki/List_of_garden_plants,
Pellaea rotundifolia,Pellaea rotundifolia,Pellaea rotundifolia; button fern,https://en.wikipedia.org/wiki/Pellaea_rotundifolia,
Pellionia repens,Pellionia repens,Pellionia repens,https://en.wikipedia.org/wiki/Pellionia_repens,
Peltoboykinia watanabei,not found,not found,not found,
Penstemon barbatus,Penstemon barbatus,"Penstemon barbatus; golden-beard penstemon,; beardlip penstemon",https://en.wikipedia.org/wiki/Penstemon_barbatus,
Penstemon cobaea,Penstemon cobaea,Penstemon cobaea; cobaea beardtongue; prairie beardtongue; foxglove penstemon,https://en.wikipedia.org/wiki/Penstemon_cobaea,
Peperomia argyreia,Peperomia argyreia,Peperomia argyreia; watermelon peperomia; watermelon begonia,https://en.wikipedia.org/wiki/Peperomia_argyreia,
Peperomia caperata,Peperomia caperata,Peperomia caperata; emerald ripple peperomia,https://en.wikipedia.org/wiki/Peperomia_caperata,
Persicaria odorata,not found,not found,not found,
Persicaria polymorpha,Koenigia alpina,Koenigia alpina; Aconogonon alpinum; alpine knotweed,https://en.wikipedia.org/wiki/Koenigia_alpina,
Persicaria virginiana,not found,not found,not found,
Phedimus ellacombianus,not found,not found,not found,
Phedimus kamtschaticus,not found,not found,not found,
Phegopteris decursive-pinnata,not found,not found,not found,
Philadelphus pekinensis,Philadelphus pekinensis,Philadelphus pekinensis,https://en.wikipedia.org/wiki/Philadelphus_pekinensis,
Philadelphus pubescens,Philadelphus pubescens,Philadelphus pubescens; hoary mock orange,https://en.wikipedia.org/wiki/Philadelphus_pubescens,
Phlomis longifolia,Phlomis,Phlomis; Jerusalem sage; lampwick plant,https://en.wikipedia.org/wiki/Phlomis,
Phlomis russeliana,Phlomis russeliana,Phlomis russeliana; Turkish sage,https://en.wikipedia.org/wiki/Phlomis_russeliana,
Photinia beauverdiana,Photinia,Photinia,https://en.wikipedia.org/wiki/Photinia,
Phuopsis stylosa,Phuopsis stylosa,Phuopsis stylosa; Caucasian crosswort; large-styled crosswort,https://en.wikipedia.org/wiki/Phuopsis_stylosa,
Phygelius aequalis,Phygelius aequalis, Phygelius aequalis,https://en.wikipedia.org/wiki/Phygelius_aequalis,
Phymatosorus diversifolius,Zealandia pustulata,Zealandia pustulata; Microsorum pustulatum; kangaroo fern; hound's tongue; kōwaowao; pāraharaha,https://en.wikipedia.org/wiki/Zealandia_pustulata,
Physalis ixocarpa,Tomatillo,tomatillo; Mexican husk tomato; Flower types:,https://en.wikipedia.org/wiki/Tomatillo,
Picea jezoensis,Picea jezoensis,Picea jezoensis; Picea yezoensis; dark-bark spruce; Ezo spruce; Yezo spruce; Jezo spruce,https://en.wikipedia.org/wiki/Picea_jezoensis,
Picea likiangensis,Picea likiangensis,Picea likiangensis,https://en.wikipedia.org/wiki/Picea_likiangensis,
Pilea cadierei,Pilea cadierei,Pilea cadierei; aluminium plant; watermelon pilea,https://en.wikipedia.org/wiki/Pilea_cadierei,
Pinellia pedatisecta,Pinellia,Pinellia; green dragons,https://en.wikipedia.org/wiki/Pinellia,
Pinellia tripartita,Pinellia tripartita,Pinellia tripartita; green dragon; voodoo lily; purple dragon,https://en.wikipedia.org/wiki/Pinellia_tripartita,
Pinus fenzeliana,Pinus fenzeliana,Pinus fenzeliana; Hainan white pine; Fenzel's pine,https://en.wikipedia.org/wiki/Pinus_fenzeliana,
Pinus heldreichii,Pinus heldreichii,Pinus heldreichii; Bosnian pine; Heldreich’s pine,https://en.wikipedia.org/wiki/Pinus_heldreichii,
Pinus montezumae,Pinus montezumae,Pinus montezumae; Montezuma pine,https://en.wikipedia.org/wiki/Pinus_montezumae,
Pinus tabuliformis,Pinus tabuliformis,Pinus tabuliformis; Manchurian red pine; Southern Chinese pine; Chinese red pine,https://en.wikipedia.org/wiki/Pinus_tabuliformis,
Pittosporum illicioides,Pittosporum,Pittosporum; pittosporums,https://en.wikipedia.org/wiki/Pittosporum,
Plectranthus argentatus,Plectranthus argentatus,Plectranthus argentatus; silver spurflower,https://en.wikipedia.org/wiki/Plectranthus_argentatus,
Plectranthus australis,Plectranthus verticillatus,Plectranthus verticillatus; Swedish ivy; Swedish begonia; whorled plectranthus,https://en.wikipedia.org/wiki/Plectranthus_verticillatus,
Plectranthus scutellarioides,Plectranthus scutellarioides,Plectranthus scutellarioides; coleus; painted nettle; Coleus blumei; Solenostemon scutellarioides,https://en.wikipedia.org/wiki/Plectranthus_scutellarioides,
Plectranthus strigosus,List of least concern plants,Species; Subspecies; Varieties; Species; Subspecies; Species; Subspecies; Varieties; Species; Subspecies; Species; Subspecies; Species; Varieties; Species; Subspecies; Species; Varieties; Species; Subspecies; Species; Subspecies; Species; Subspecies; Varieties; Species; Subspecies; Species; Subspecies; Species; Subspecies; Varieties; Species; Varieties; Species; Varieties; Species; Subspecies; Varieties; Species; Subspecies; Species; Subspecies; Species; Subspecies; Varieties; Species; Subspecies; Varieties; Species; Subspecies; Species; Subspecies; Varieties; Species; Subspecies; Species; Subspecies; Varieties; Species; Varieties; Species; Subspecies; Species; Varieties; Species; Varieties; Species; Varieties; Species; Subspecies; Varieties; Species; Varieties; Species; Subspecies; Species; Varieties; Species; Subspecies; Species; Subspecies; Species; Subspecies; Species; Subspecies; Species; Subspecies; Varieties; Species; Subspecies; Species; Subspecies; Species; Varieties; Species; Subspecies; Varieties; Species; Subspecies; Species; Subspecies; Species; Subspecies; Varieties; Species; Varieties; Species; Varieties; Species; Varieties; Species; Subspecies; Species; Subspecies; Species; Subspecies; Species; Subspecies; Species; Subspecies; Species; Varieties; Species; Varieties; Species; Varieties; Species; Subspecies,https://en.wikipedia.org/wiki/List_of_least_concern_plants,
Pleioblastus pygmaeus,Bambouseraie de Prafrance,Bambouseraie de Prafrance,https://en.wikipedia.org/wiki/Bambouseraie_de_Prafrance,
Pleioblastus viridistriatus,Pleioblastus,Pleioblastus,https://en.wikipedia.org/wiki/Pleioblastus,
Plinia cauliflora,Jabuticaba,Plinia cauliflora; Brazilian grapetree; jaboticaba; jabuticaba,https://en.wikipedia.org/wiki/Jabuticaba,
Podophyllum pleianthum,not found,not found,not found,
Poliothyrsis sinensis,Salisbury University Arboretum,Salisbury University Arboretum; Salisbury State University Arboretum,https://en.wikipedia.org/wiki/Salisbury_University_Arboretum,
Pollia japonica,Pollia japonica,Pollia japonica; East Asian pollia; Yabumyoga; dùruò,https://en.wikipedia.org/wiki/Pollia_japonica,
Polygala dalmaisiana,not found,not found,not found,
Polygonatum biflorum,Polygonatum biflorum,Polygonatum biflorum; smooth Solomon's-seal; great Solomon's-seal; Solomon's seal,https://en.wikipedia.org/wiki/Polygonatum_biflorum,
Polygonatum filipes,Polygonatum,Polygonatum; King Solomon's-seal; Solomon's seal,https://en.wikipedia.org/wiki/Polygonatum,
Polygonatum humile,Polygonatum,Polygonatum; King Solomon's-seal; Solomon's seal,https://en.wikipedia.org/wiki/Polygonatum,
Polygonatum odoratum,Polygonatum odoratum,Polygonatum odoratum; angular Solomon's seal; scented Solomon's seal,https://en.wikipedia.org/wiki/Polygonatum_odoratum,
Polypodium polypodioides,Pleopeltis polypodioides,Pleopeltis polypodioides; resurrection fern; Lazarus fern; little gray polypod; scaly polypody; miracle fern,https://en.wikipedia.org/wiki/Pleopeltis_polypodioides,
Polyscias filicifolia,Polyscias,Polyscias,https://en.wikipedia.org/wiki/Polyscias,
Polystichum dycei,not found,not found,not found,
Polystichum luctuosum,Polystichum luctuosum,Polystichum luctuosum; Korean rock fern; Tsushima holly fern,https://en.wikipedia.org/wiki/Polystichum_luctuosum,
Polystichum setiferum,Polystichum setiferum,Polystichum setiferum; soft shield fern,https://en.wikipedia.org/wiki/Polystichum_setiferum,
Porteranthus trifoliatus,Gillenia trifoliata,Gillenia trifoliata; Bowman's root; Indian physic,https://en.wikipedia.org/wiki/Gillenia_trifoliata,
Potentilla anserina,Argentina anserina,Argentina anserina; Potentilla anserina; silverweed; common silverweed; silver cinquefoil; Argentina anserina,https://en.wikipedia.org/wiki/Argentina_anserina,
Pratia angulata,Pratia,Pratia,https://en.wikipedia.org/wiki/Pratia,
Premna microphylla,Premna,Premna,https://en.wikipedia.org/wiki/Premna,
Primula bulleesiana,not found,not found,not found,
Primula kisoana,Primula,Primula,https://en.wikipedia.org/wiki/Primula,
Primula pubescens,Primula,Primula,https://en.wikipedia.org/wiki/Primula,
Primula vulgaris,Primula vulgaris,Primula vulgaris; primrose; primrose; common primrose; English primrose,https://en.wikipedia.org/wiki/Primula_vulgaris,
Pritchardia pacifica,Pritchardia pacifica,Pritchardia pacifica; Fiji fan palm,https://en.wikipedia.org/wiki/Pritchardia_pacifica,
Prunella grandiflora,Prunella grandiflora,Prunella grandiflora; large-flowered selfheal,https://en.wikipedia.org/wiki/Prunella_grandiflora,
Prunus cistena,Prunus × cistena,Prunus × cistena; purple leaf sand cherry; dwarf red-leaf plum,https://en.wikipedia.org/wiki/Prunus_%C3%97_cistena,
Prunus davidiana,Prunus davidiana,"Prunus davidiana; Amygdalus davidiana,; Persica davidiana,; Prunus persica; var; davidiana; David's peach; Chinese wild peach.",https://en.wikipedia.org/wiki/Prunus_davidiana,
Prunus mandshurica,Prunus mandshurica,Prunus mandshurica; Manchurian apricot; Scout apricot,https://en.wikipedia.org/wiki/Prunus_mandshurica,
Prunus sargentii,Prunus sargentii,Prunus sargentii; Sargent's cherry; North Japanese hill cherry,https://en.wikipedia.org/wiki/Prunus_sargentii,
Prunus serrula,Prunus serrula,Prunus serrula; birch bark cherry; birchbark cherry; paperbark cherry; Tibetan cherry,https://en.wikipedia.org/wiki/Prunus_serrula,
Psephellus pulcherrimus,Paradise parrot,paradise parrot; Psephotellus pulcherrimus,https://en.wikipedia.org/wiki/Paradise_parrot,
Pseudomuscari azureum,Pseudomuscari,Pseudomuscari,https://en.wikipedia.org/wiki/Pseudomuscari,
Psidium littorale,Psidium cattleyanum,Psidium cattleyanum; Cattley guava; strawberry guava; cherry guava; red cattley guava; yellow cattley guava,https://en.wikipedia.org/wiki/Psidium_cattleyanum,
Pterocarya fraxinifolia,Pterocarya fraxinifolia,Pterocarya fraxinifolia; Caucasian wingnut; Caucasian walnut,https://en.wikipedia.org/wiki/Pterocarya_fraxinifolia,
Pterocarya rehderiana,Pterocarya,Pterocarya; wingnuts; wheel wingnut,https://en.wikipedia.org/wiki/Pterocarya,
Pterostyrax hispida,Pterostyrax hispidus,Pterostyrax hispidus; epaulette tree; fragrant epaulette tree,https://en.wikipedia.org/wiki/Pterostyrax_hispidus,
Pueraria montana,Pueraria montana,Pueraria montana,https://en.wikipedia.org/wiki/Pueraria_montana,
Pulmonaria longifolia,Pulmonaria,Pulmonaria; lungwort,https://en.wikipedia.org/wiki/Pulmonaria,
Pulmonaria rubra,Pulmonaria,Pulmonaria; lungwort,https://en.wikipedia.org/wiki/Pulmonaria,
Pulsatilla halleri,Pulsatilla,Pulsatilla; pasque flower; pasque flower; pasqueflower; wind flower; prairie crocus; Easter flower; meadow anemone,https://en.wikipedia.org/wiki/Pulsatilla,
Puschkinia scilloides,Puschkinia scilloides,Puschkinia scilloides; striped squill; Lebanon squill,https://en.wikipedia.org/wiki/Puschkinia_scilloides,
Pycnanthemum pilosum,Pycnanthemum,Pycnanthemum; mountain mints; mountain-mints; mountainmints; koellias,https://en.wikipedia.org/wiki/Pycnanthemum,
Pyrus salicifolia,Pyrus salicifolia,Pyrus salicifolia; willow-leaved pear; weeping pear,https://en.wikipedia.org/wiki/Pyrus_salicifolia,
